,Team,Runner,Yards,Run Time,Min,Max,Avg,Nationality,Gen,Age,Yard 1,Yard 2,Yard 3,Yard 4,Yard 5,Yard 6,Yard 7,Yard 8,Yard 9,Yard 10,Yard 11,Yard 12,Yard 13,Yard 14,Yard 15,Yard 16,Yard 17,Yard 18,Yard 19,Yard 20,Yard 21,Yard 22,Yard 23,Yard 24,Yard 25,Yard 26,Yard 27,Yard 28,Yard 29,Yard 30,Yard 31,Yard 32,Yard 33,Yard 34,Yard 35,Yard 36,Yard 37,Yard 38,Yard 39,Yard 40,Yard 41,Yard 42,Yard 43,Yard 44,Yard 45,Yard 46,Yard 47,Yard 48,Yard 49,Yard 50,Yard 51,Yard 52,Yard 53,Yard 54,Yard 55,Yard 56,Yard 57,Yard 58,Yard 59,Yard 60,Yard 61,Yard 62,Yard 63,Yard 64,Yard 65,Yard 66,Yard 67,Yard 68,Yard 69,Yard 70,Yard 71,Yard 72,Yard 73,Yard 74,Yard 75
229,India,GHANSHYAM SUDANI,20,15:35:37,35:36:00,56:20:00,46:47:00,Indian,M,24,39:33:00,44:32:00,42:33:00,42:59:00,49:04:00,48:17:00,47:01:00,48:13:00,49:02:00,45:59:00,51:14:00,47:37:00,45:29:00,50:04:00,50:28:00,39:56:00,47:58:00,53:42:00,35:36:00,56:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,New Zealand,Ian Evans,20,15:39:44,42:00:00,52:35:00,46:59:00,New Zealand,M,,47:05:00,44:40:00,45:59:00,44:53:00,44:08:00,43:16:00,42:00:00,45:40:00,46:40:00,46:27:00,47:12:00,47:39:00,47:57:00,47:22:00,48:17:00,47:47:00,48:55:00,51:30:00,52:35:00,49:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Singapore,Sue Corser,20,15:53:44,45:53:00,50:00:00,47:41:00,SINGAPORE PR,F,46,50:00:00,50:00:00,49:00:00,48:21:00,47:25:00,46:47:00,45:53:00,46:50:00,47:05:00,48:30:00,46:36:00,48:19:00,48:10:00,46:54:00,47:15:00,47:45:00,47:55:00,47:15:00,46:54:00,46:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,New Zealand,Andrew McDowall,20,16:06:38,42:28:00,56:52:00,48:20:00,New Zealand,M,,47:38:00,47:34:00,46:11:00,51:00:00,43:33:00,42:28:00,43:55:00,47:26:00,47:20:00,47:03:00,48:30:00,47:43:00,48:43:00,48:13:00,49:18:00,50:00:00,49:51:00,51:42:00,51:38:00,56:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,New Zealand,Michael Stuart,20,16:12:40,35:45:00,59:52:00,48:38:00,New Zealand,M,,45:59:00,43:35:00,42:59:00,41:37:00,40:30:00,39:50:00,35:45:00,43:43:00,42:46:00,48:18:00,50:56:00,48:21:00,50:04:00,51:27:00,51:29:00,57:46:00,59:13:00,59:08:00,59:22:00,59:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,New Zealand,Glenn Kelly ,20,16:46:52,43:52:00,57:50:00,50:21:00,New Zealand,M,,48:58:00,49:01:00,48:59:00,49:17:00,46:59:00,47:40:00,43:52:00,49:43:00,47:46:00,49:57:00,49:15:00,49:48:00,52:11:00,50:27:00,52:04:00,52:05:00,52:38:00,53:44:00,54:38:00,57:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Finland,Jussi Lehtonen,20,17:04:59,46:50:00,59:00:00,51:15:00,Finland,M,47,47:20:00,48:42:00,47:24:00,49:05:00,46:50:00,48:35:00,48:20:00,49:20:00,49:10:00,49:20:00,49:15:00,49:30:00,51:25:00,52:10:00,52:35:00,55:25:00,54:40:00,58:35:00,59:00:00,58:18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Finland,Sointu Hyttinen,20,17:13:42,46:00:00,58:26:00,51:41:00,Finland,F,59,46:00:00,47:50:00,48:10:00,48:20:00,47:45:00,48:35:00,49:40:00,50:08:00,50:25:00,50:45:00,51:25:00,51:20:00,52:50:00,54:05:00,52:15:00,55:10:00,56:55:00,56:23:00,57:15:00,58:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Japan,Terumichi MORISHITA,19,15:07:41,43:35:00,51:40:00,47:46:00,Japan,M,40,51:33:00,45:16:00,43:35:00,44:10:00,44:32:00,45:04:00,46:06:00,47:17:00,47:14:00,48:26:00,46:21:00,47:04:00,49:26:00,50:08:00,51:21:00,47:59:00,50:07:00,51:40:00,50:22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,India,TARANG WADHWANI,19,15:36:49,45:41:00,55:18:00,49:18:00,Indian,M,36,50:51:00,50:33:00,50:33:00,47:03:00,48:58:00,48:17:00,46:55:00,48:09:00,48:55:00,45:41:00,52:15:00,48:34:00,49:02:00,47:12:00,48:09:00,48:29:00,49:11:00,52:44:00,55:18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Singapore,Shorne Lim,19,15:47:19,47:28:00,53:00:00,49:52:00,SINGAPOREAN,M,44,53:00:00,52:00:00,50:00:00,49:45:00,49:30:00,49:19:00,50:20:00,48:39:00,49:59:00,50:10:00,48:56:00,48:39:00,48:30:00,50:15:00,47:28:00,48:48:00,49:55:00,50:52:00,51:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Australia,Suzanne Chatterton,18,13:15:52,41:19:00,51:15:00,44:13:00,Australia,F,49,42:20:00,41:59:00,42:56:00,41:57:00,42:14:00,42:00:00,43:26:00,41:33:00,41:19:00,43:26:00,43:33:00,43:40:00,44:23:00,45:02:00,46:59:00,47:46:00,50:04:00,51:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,India,SATHISH KUMAR,18,13:41:32,36:25:00,52:01:00,45:38:00,Indian,M,30,36:25:00,40:52:00,39:52:00,39:29:00,39:09:00,39:31:00,47:00:00,48:12:00,49:00:00,45:44:00,50:23:00,48:53:00,50:03:00,49:38:00,49:13:00,49:02:00,47:05:00,52:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Russia,Igor Kraev,18,14:26:51,44:15:00,56:28:00,48:10:00,Russia,M,,45:43:00,46:22:00,46:55:00,49:00:00,47:11:00,46:46:00,44:15:00,48:10:00,46:50:00,48:55:00,47:19:00,48:30:00,47:20:00,48:20:00,51:12:00,48:30:00,49:05:00,56:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Russia,Dmitry Demchuk,18,14:32:33,43:10:00,56:46:00,48:29:00,Russia,M,,45:36:00,48:00:00,43:10:00,46:47:00,45:19:00,45:46:00,55:20:00,54:30:00,56:15:00,56:46:00,46:00:00,45:25:00,46:20:00,46:40:00,45:15:00,47:47:00,48:20:00,49:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Switzerland,Manuel Schmid,18,14:48:35,43:55:00,58:01:00,49:22:00,Switzerland ,M,40,49:07:00,49:31:00,49:11:00,49:47:00,43:55:00,46:56:00,48:41:00,47:38:00,47:02:00,47:16:00,48:14:00,47:29:00,49:58:00,49:20:00,50:22:00,51:37:00,54:30:00,58:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Switzerland,Michael Kaufmann,18,15:33:59,48:44:00,56:53:00,51:53:00,Switzerland,M,52,49:01:00,54:24:00,51:01:00,52:01:00,52:58:00,51:46:00,51:24:00,51:29:00,49:39:00,52:05:00,48:44:00,50:41:00,51:14:00,52:45:00,51:12:00,52:44:00,53:58:00,56:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Singapore,Lim Kay Kiat,18,15:39:53,50:00:00,56:52:00,52:13:00,SINGAPOREAN,M,47,53:00:00,51:00:00,51:00:00,50:46:00,50:00:00,50:42:00,51:00:00,51:13:00,52:12:00,52:48:00,52:10:00,51:45:00,50:54:00,51:08:00,52:57:00,54:54:00,55:32:00,56:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Australia,Lisa Spink,17,13:34:22,45:41:00,52:58:00,47:54:00,Australia,F,42,46:01:00,46:42:00,47:06:00,46:30:00,46:46:00,46:19:00,46:48:00,45:41:00,46:57:00,46:38:00,47:57:00,48:16:00,48:28:00,49:25:00,50:38:00,51:12:00,52:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Australia,Kerrie Bremner,17,14:38:38,48:05:00,56:18:00,51:41:00,Australia,F,54,49:45:00,50:15:00,48:51:00,48:05:00,49:17:00,49:24:00,50:05:00,52:25:00,52:22:00,52:22:00,52:08:00,52:30:00,54:51:00,53:26:00,52:32:00,54:02:00,56:18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Russia,Alexey Dyuzhakov,16,12:33:26,43:10:00,53:00:00,47:05:00,Russia,M,,47:02:00,46:26:00,44:30:00,50:01:00,43:41:00,44:50:00,43:10:00,46:12:00,45:26:00,47:18:00,47:35:00,49:10:00,49:35:00,48:50:00,46:40:00,53:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,United Kingdom,Gillian Connolly,16,13:31:00,47:52:00,55:10:00,50:41:00,Northern Ireland,F,,48:41:00,51:01:00,48:36:00,47:52:00,48:52:00,51:46:00,49:46:00,49:48:00,51:36:00,49:27:00,50:26:00,52:25:00,52:14:00,51:39:00,51:41:00,55:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Singapore,Low Weng Hoe,16,13:37:28,47:55:00,54:53:00,51:06:00,SINGAPOREAN,M,44,53:00:00,52:00:00,50:30:00,50:46:00,50:46:00,50:28:00,50:55:00,50:09:00,51:25:00,52:05:00,50:48:00,49:17:00,49:18:00,47:55:00,53:13:00,54:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,New Zealand,Damien Wood ,16,13:41:20,46:22:00,57:34:00,51:20:00,New Zealand,M,,48:41:00,47:45:00,48:25:00,47:21:00,48:25:00,46:22:00,47:33:00,52:33:00,51:59:00,50:11:00,50:33:00,53:16:00,56:04:00,57:26:00,57:12:00,57:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,United States,Phillip McCarthy,16,14:12:37,50:00:00,57:11:00,53:17:00,USA,M,52,50:56:00,51:39:00,52:57:00,52:45:00,53:00:00,54:02:00,53:28:00,55:04:00,56:18:00,57:11:00,56:31:00,50:00:00,50:37:00,50:03:00,52:12:00,55:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Sweden,Pernilla Otto,16,14:51:23,51:31:00,59:50:00,55:43:00,Sweden,F,52,55:42:00,56:43:00,51:31:00,56:04:00,56:25:00,55:23:00,55:21:00,55:32:00,56:03:00,55:52:00,56:20:00,55:45:00,55:39:00,53:11:00,56:02:00,59:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Belarus,Alyona Zyuzina,15,10:37:12,38:56:00,47:36:00,42:29:00,Belarus,F,41,38:56:00,40:31:00,39:18:00,41:02:00,41:30:00,40:15:00,40:39:00,40:54:00,42:55:00,43:25:00,43:15:00,42:33:00,46:52:00,47:31:00,47:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Australia,Susannah Harvey-Jamieson,15,10:50:30,39:11:00,54:42:00,43:22:00,Scotland,F,47,41:43:00,41:23:00,40:59:00,44:15:00,42:35:00,40:27:00,39:39:00,39:11:00,40:54:00,43:45:00,44:01:00,44:01:00,46:15:00,46:40:00,54:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,India,PANKAJ PARDESHI,15,10:50:39,31:06:00,51:11:00,43:23:00,Indian,M,27,31:06:00,40:48:00,39:32:00,34:47:00,35:13:00,38:19:00,47:56:00,47:15:00,48:45:00,42:34:00,49:04:00,49:43:00,51:11:00,43:31:00,50:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Ukraine,Oleksandr Shymanskyi ,15,11:32:09,43:19:00,56:25:00,46:09:00,Ukraine,M,43,46:01:00,45:40:00,46:25:00,46:23:00,45:45:00,46:08:00,46:01:00,45:45:00,43:19:00,43:52:00,44:59:00,43:46:00,46:24:00,45:16:00,56:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,India,SANJAY MUKATI,15,11:46:58,39:19:00,52:36:00,47:08:00,Indian,M,29,39:19:00,42:52:00,46:20:00,45:29:00,48:59:00,48:19:00,46:57:00,48:11:00,49:08:00,45:48:00,50:52:00,48:39:00,49:03:00,44:26:00,52:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Mexico,Enrique Moreno,15,12:06:34,40:20:00,58:00:00,48:26:00,Tarahumara Mexican,M,,40:20:00,47:49:00,50:25:00,48:31:00,49:30:00,47:03:00,47:20:00,47:03:00,48:06:00,47:47:00,47:32:00,48:05:00,50:08:00,48:55:00,58:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,New Zealand,Russ Thomas ,15,12:12:57,42:45:00,55:00:00,48:52:00,New Zealand,M,,49:01:00,50:10:00,43:20:00,49:17:00,47:08:00,44:55:00,42:45:00,47:03:00,47:16:00,51:13:00,50:13:00,50:45:00,52:33:00,52:18:00,55:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Russia,Marina Evgrafova,15,12:20:54,44:16:00,59:30:00,49:24:00,Russia,F,,45:35:00,44:16:00,44:58:00,46:50:00,45:21:00,45:47:00,46:47:00,47:20:00,47:46:00,50:38:00,52:35:00,53:45:00,55:00:00,54:46:00,59:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Denmark,Jerry Fogh,15,12:21:39,45:00:00,56:15:00,49:27:00,Danish,M,47,45:00:00,45:50:00,48:00:00,47:00:00,47:00:00,48:00:00,48:20:00,49:10:00,50:01:00,49:03:00,50:40:00,49:40:00,51:30:00,56:15:00,56:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Russia,Aleksandr Rankovskiy,15,12:25:22,44:40:00,56:40:00,49:41:00,Russia,M,,45:32:00,44:40:00,44:59:00,47:50:00,48:00:00,47:33:00,55:21:00,50:35:00,50:33:00,51:25:00,49:36:00,47:25:00,53:12:00,52:01:00,56:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Japan,Shu SASANO,15,12:55:23,50:09:00,53:10:00,51:42:00,Japan,M,45,53:10:00,53:10:00,51:24:00,52:04:00,51:48:00,52:32:00,52:49:00,50:49:00,50:30:00,50:09:00,50:45:00,51:45:00,51:35:00,50:25:00,52:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Belarus,Aliaksei Shvants,14,10:46:27,39:18:00,52:34:00,46:11:00,Belarus,M,29,42:51:00,42:48:00,39:18:00,42:25:00,43:24:00,43:17:00,45:27:00,48:15:00,47:31:00,48:02:00,47:36:00,51:11:00,52:34:00,51:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Germany,Anke Warlich,14,10:54:30,40:05:00,52:01:00,46:45:00,Germany,F,40,40:05:00,40:23:00,42:14:00,41:13:00,51:41:00,48:56:00,46:09:00,48:07:00,49:08:00,47:33:00,48:32:00,49:50:00,48:38:00,52:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Australia,Kris Ryan,14,10:59:55,43:34:00,56:10:00,47:08:00,Australia,F,42,46:02:00,46:09:00,47:32:00,45:39:00,46:49:00,56:10:00,45:58:00,43:34:00,44:39:00,44:39:00,45:57:00,46:27:00,49:13:00,51:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Russia,Mikhail Mironenko,14,11:47:45,45:35:00,55:40:00,50:33:00,Russia,M,,45:38:00,45:55:00,45:35:00,48:00:00,46:20:00,49:15:00,48:13:00,54:17:00,53:31:00,51:26:00,53:48:00,54:45:00,55:40:00,55:22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Ireland,Didier Da Costa,14,11:57:13,47:30:00,56:12:00,51:14:00,Irish,M,,47:30:00,48:15:00,49:26:00,48:40:00,49:41:00,51:58:00,49:26:00,50:27:00,49:40:00,51:06:00,54:02:00,55:09:00,55:41:00,56:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Sweden,Andre Rangelind,13,9:50:32,43:37:00,52:07:00,45:26:00,Sweden,M,29,44:12:00,44:15:00,43:37:00,44:23:00,44:39:00,44:32:00,44:26:00,44:27:00,44:03:00,44:25:00,46:46:00,48:40:00,52:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Russia,Natalia Porotikova,13,10:15:52,43:10:00,56:00:00,47:22:00,Russia,F,,45:37:00,44:14:00,43:10:00,46:48:00,45:19:00,45:47:00,46:45:00,56:00:00,47:45:00,47:00:00,46:28:00,48:56:00,52:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,India,PEEYUSH MANJREKAR,13,10:23:35,42:46:00,53:05:00,47:58:00,Indian,M,35,42:46:00,46:09:00,45:58:00,45:05:00,44:59:00,45:13:00,47:09:00,48:57:00,51:29:00,50:08:00,52:10:00,50:27:00,53:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,United Kingdom,Kat McKeown,13,11:26:50,48:36:00,59:59:00,52:50:00,Northern Ireland,F,,48:36:00,50:58:00,50:33:00,50:26:00,50:17:00,53:24:00,52:24:00,52:46:00,51:57:00,54:20:00,55:16:00,55:54:00,59:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,India,AMRITESH MODI,12,9:37:50,39:27:00,53:07:00,48:09:00,Indian,M,36,39:27:00,44:30:00,46:25:00,47:01:00,49:02:00,48:20:00,47:00:00,48:27:00,50:11:00,51:24:00,53:07:00,52:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,India,VISHNU KAMALIYA,12,9:39:56,39:21:00,58:02:00,48:20:00,Indian,M,25,39:21:00,42:56:00,46:23:00,45:33:00,49:02:00,48:18:00,47:02:00,48:28:00,50:18:00,51:25:00,53:08:00,58:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Russia,Alena Shevchuk,12,9:49:52,44:28:00,59:00:00,49:09:00,Russia,F,,45:30:00,44:28:00,45:33:00,46:45:00,46:24:00,47:00:00,47:02:00,50:15:00,49:30:00,52:25:00,56:00:00,59:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Mexico,Jose Rascon,12,9:50:22,40:30:00,53:18:00,49:12:00,,M,,40:30:00,46:40:00,50:30:00,48:19:00,49:45:00,48:07:00,47:19:00,50:05:00,50:08:00,53:17:00,53:18:00,52:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Russia,Andrey Vasilenko,12,10:10:23,45:31:00,56:30:00,50:52:00,Ukraine,M,,45:31:00,49:40:00,49:01:00,51:20:00,48:20:00,47:37:00,49:09:00,56:00:00,47:50:00,54:45:00,56:30:00,54:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Ukraine,Oleksandr Bendas ,12,10:40:34,52:21:00,58:05:00,53:23:00,Ukraine,M,43,53:23:00,52:21:00,53:21:00,53:37:00,52:43:00,53:22:00,53:02:00,53:06:00,52:31:00,52:30:00,52:33:00,58:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Denmark,Morten Olesen,11,8:22:18,40:00:00,51:00:00,45:40:00,Danish,M,47,46:01:00,47:00:00,46:00:00,46:00:00,40:00:00,47:00:00,45:00:00,43:25:00,45:17:00,45:35:00,51:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Belarus,Andrey Berezouski,11,8:38:19,42:43:00,52:27:00,47:07:00,Belarus,M,46,42:43:00,43:15:00,46:25:00,49:17:00,47:21:00,47:21:00,45:24:00,48:20:00,47:45:00,48:01:00,52:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Belarus,Anton Skuratovich,11,9:01:19,47:34:00,51:25:00,49:13:00,Belarus,M,34,47:52:00,48:36:00,47:34:00,49:06:00,48:43:00,48:57:00,47:48:00,50:15:00,50:12:00,50:51:00,51:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Singapore,Alvin Png,11,9:05:38,44:07:00,55:45:00,49:36:00,SINGAPOREAN,M,37,53:00:00,50:00:00,50:30:00,49:45:00,49:15:00,49:19:00,44:07:00,46:42:00,45:15:00,52:00:00,55:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Mexico,Teresa Sanchez,11,9:09:48,40:29:00,57:42:00,49:59:00,Tarahumara Mexican,F,,40:29:00,46:39:00,50:29:00,48:19:00,49:45:00,48:06:00,48:25:00,54:00:00,57:42:00,52:37:00,53:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Belgium,Lamotte Christophe,11,9:13:22,49:08:00,51:36:00,50:18:00,BE,M,36,49:08:00,50:23:00,49:52:00,50:24:00,50:56:00,50:37:00,50:28:00,50:37:00,50:01:00,49:20:00,51:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Switzerland,Marco Stolba,11,9:33:27,49:08:00,54:24:00,52:08:00,Switzerland ,M,39,49:08:00,54:24:00,51:45:00,51:54:00,53:30:00,54:24:00,51:59:00,50:00:00,51:05:00,51:48:00,53:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,United Kingdom,Coleen Thompson,11,9:36:09,48:48:00,57:42:00,52:23:00,Northern Ireland,F,,48:48:00,51:29:00,50:50:00,51:13:00,51:32:00,53:54:00,51:52:00,52:38:00,52:53:00,53:18:00,57:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Russia,Yuliya Karlina,10,7:54:54,44:15:00,55:50:00,47:29:00,Russia,F,,45:39:00,44:15:00,44:59:00,47:50:00,46:22:00,46:26:00,47:12:00,48:15:00,48:06:00,55:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Mexico,Maria Modesta Ayala,10,8:24:15,42:39:00,57:40:00,50:26:00,Tarahumara Mexican,F,,42:39:00,48:50:00,52:13:00,48:25:00,49:53:00,52:02:00,48:54:00,47:12:00,57:40:00,56:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Belarus,Denis Ivanov,9,6:58:02,42:31:00,50:18:00,46:27:00,Russia,M,29,42:31:00,42:38:00,46:33:00,49:44:00,45:09:00,46:39:00,45:55:00,48:35:00,50:18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Belarus,Alexey Alexeev,9,7:15:25,46:07:00,50:26:00,48:23:00,Russia,M,40,47:38:00,46:50:00,46:46:00,49:54:00,48:39:00,48:53:00,46:07:00,50:26:00,50:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Mexico,Carlos Concheno Tapadera,9,7:21:28,43:00:00,52:42:00,49:03:00,Tarahumara Mexican,M,,43:00:00,50:07:00,52:22:00,48:26:00,48:51:00,47:31:00,48:24:00,50:05:00,52:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,United States,David Johnston,9,8:29:18,55:01:00,58:47:00,56:35:00,USA,M,50,55:01:00,56:56:00,56:50:00,56:13:00,57:15:00,55:57:00,56:18:00,56:01:00,58:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Belarus,Anton Khramau,8,6:10:54,43:49:00,47:21:00,46:22:00,Belarus,M,29,47:14:00,46:50:00,46:46:00,46:09:00,47:21:00,47:21:00,45:24:00,43:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
